pair,name,base
ORCA/USDT,Orca,ORCA
ORDI/USDT,ORDI,ORDI
ORN/USDT,Orion,ORN
OSMO/USDT,Osmosis,OSMO
OTK/USDT,Octokn,OTK
OUSD/USDT,Origin Dollar,OUSD
OUSD/BTC,Origin Dollar,OUSD
OVR/USDT,OVR,OVR
OXT/ETH,Orchid,OXT
OXT/USDT,Orchid,OXT
OXT/BTC,Orchid,OXT
PANDORA/USDT,Pandora,PANDORA
PAXG/BTC,PAX Gold,PAXG
PAXG/USDT,PAX Gold,PAXG
PBR/USDT,PolkaBridge,PBR
PBR/USDT,PolkaBridge,PBR
PBX/USDT,Paribus,PBX
PDEX/USDT,Polkadex,PDEX
PDEX/BTC,Polkadex,PDEX
PEL/USDT,Propel,PEL
PENDLE/USDT,Pendle,PENDLE
PEOPLE/USDT,ConstitutionDAO,PEOPLE
PEPE/USDT,Pepe,PEPE
PEPE2/USDT,Pepe 2.0,PEPE2
PERP/BTC,Perpetual Protocol,PERP
PERP/USDT,Perpetual Protocol,PERP
PHA/ETH,Phala Network,PHA
PHA/USDT,Phala Network,PHA
PIP/USDT,Pip,PIP
PIX/USDT,Pixie,PIX
PLU/USDT,Pluton,PLU
PMG/USDT,Pomerium,PMG
PMON/USDT,Polychain Monsters,PMON
POKT/USDT,Pocket Network,POKT
POL/USDT,Polygon Ecosystem Token,POL
POLC/USDT,Polkacity,POLC
POLK/BTC,Polkamarkets,POLK
POLK/USDT,Polkamarkets,POLK
POLS/USDT,Polkastarter,POLS
POLS/BTC,Polkastarter,POLS
POLX/USDT,Polylastic,POLX
POLYX/USDT,Polymesh,POLYX
POND/BTC,Marlin,POND
POND/USDT,Marlin,POND
PORT3/USDT,Port3 Network,PORT3
PORTAL/USDT,Portal,PORTAL
PRE/BTC,Presearch,PRE
PRE/USDT,Presearch,PRE
PROM/BTC,Prom,PROM
PROM/USDT,Prom,PROM
PRQ/USDT,PARSIQ,PRQ
PSL/USDT,Pastel,PSL
PSTAKE/USDT,pSTAKE Finance,PSTAKE
PUMLX/USDT,PUMLx,PUMLX
PUNDIX/USDT,Pundi X (New),PUNDIX
PUNDIX/BTC,Pundi X (New),PUNDIX
PUSH/USDT,Push Protocol,PUSH
PUSH/BTC,Push Protocol,PUSH
PYR/USDT,Vulcan Forged (PYR),PYR
PYR/BTC,Vulcan Forged (PYR),PYR
PYTH/USDT,Pyth Network,PYTH
PYUSD/USDT,PayPal USD,PYUSD
PZP/USDT,PlayZap,PZP
QI/USDT,BENQI,QI
QI/BTC,BENQI,QI
QKC/USDT,QuarkChain,QKC
QKC/BTC,QuarkChain,QKC
QNT/USDT,Quant,QNT
QORPO/USDT,QORPO WORLD,QORPO
QRDO/ETH,Qredo,QRDO
QRDO/USDT,Qredo,QRDO
QTUM/BTC,Qtum,QTUM
QUICK/USDT,Quickswap [New],QUICK
RACA/USDT,RACA,RACA
RANKER/USDT,RankerDAO,RANKER
rats/USDT,rats (Ordinals),RATS
RAY/USDT,Raydium,RAY
RBP/USDT,Pikaster,RBP
RDNT/USDT,Radiant Capital,RDNT
REAP/USDT,ReapChain,REAP
REEF/BTC,Reef,REEF
REEF/USDT,Reef,REEF
REN/USDT,Ren,REN
REQ/BTC,Request,REQ
REQ/USDT,Request,REQ
REQ/ETH,Request,REQ
REV3L/USDT,REV3AL,REV3L
REVU/USDT,Revuto,REVU
REVV/USDT,REVV,REVV
RFD/USDT,RefundCoin,RFD
RFOX/USDT,RFOX,RFOX
RLC/BTC,iExec RLC,RLC
RLC/USDT,iExec RLC,RLC
RMRK/USDT,RMRK,RMRK
RNDR/USDT,Render,RNDR
RNDR/BTC,Render,RNDR
ROOBEE/BTC,ROOBEE,ROOBEE
ROOT/USDT,The Root Network,ROOT
ROSE/USDT,Oasis Network,ROSE
ROUP/USDT,roup (Ordinals),ROUP
ROUTE/USDT,Router Protocol,ROUTE
RPK/USDT,RepubliK,RPK
RPL/USDT,Rocket Pool,RPL
RSR/USDT,Reserve Rights,RSR
RSR/BTC,Reserve Rights,RSR
RUNE/USDT,THORChain,RUNE
RUNE/USDC,THORChain,RUNE
RUNE/BTC,THORChain,RUNE
RVN/USDT,Ravencoin,RVN
SAND/USDT,The Sandbox,SAND
SAROS/USDT,Saros,SAROS
SATS/USDT,SATS (Ordinals),SATS
SAVM/USDT,SatoshiVM,SAVM
SCLP/BTC,Scallop,SCLP
SCLP/USDT,Scallop,SCLP
SCPT/USDT,Script Network,SCPT
SCRT/BTC,Secret,SCRT
SCRT/USDT,Secret,SCRT
SD/USDT,Stader,SD
SDAO/ETH,SingularityDAO,SDAO
SDAO/USDT,SingularityDAO,SDAO
SEAM/USDT,Seamless,SEAM
SEI/USDT,Sei,SEI
SENSO/USDT,SENSO,SENSO
SENSO/BTC,SENSO,SENSO
SFP/USDT,SafePal,SFP
SFP/BTC,SafePal,SFP
SFUND/USDT,Seedify.fund,SFUND
SHA/USDT,Safe Haven,SHA
SHA/BTC,Safe Haven,SHA
SHIB/USDT,Shiba Inu,SHIB
SHIB/USDC,Shiba Inu,SHIB
SHIB/DOGE,Shiba Inu,SHIB
SHILL/USDT,SHILL Token,SHILL
SHR/BTC,ShareToken,SHR
SHR/USDT,ShareToken,SHR
SHRAP/USDT,Shrapnel,SHRAP
SIDUS/USDT,SIDUS,SIDUS
SILLY/USDT,Silly Dragon,SILLY
SIMP/USDT,SO-COL,SIMP
SIN/USDT,Sinverse,SIN
SKEY/USDT,Skey Network,SKEY
SKL/BTC,SKALE,SKL
SKL/USDT,SKALE,SKL
SLIM/USDT,Solanium,SLIM
SLN/USDT,Smart Layer Network,SLN
SLP/USDT,Smooth Love Potion,SLP
SNS/USDT,Sonorus,SNS
SNX/ETH,Synthetix,SNX
SNX/BTC,Synthetix,SNX
SNX/USDT,Synthetix,SNX
SOL/USDC,Solana,SOL
SOL/USDT,Solana,SOL
SOLR/USDT,RazrFi,SOLR
SOLS/USDT,sols,SOLS
SOLVE/USDT,SOLVE,SOLVE
SOLVE/BTC,SOLVE,SOLVE
SON/USDT,SOUNI,SON
SOUL/USDT,Phantasma,SOUL
SOUL/BTC,Phantasma,SOUL
SOUL/ETH,Phantasma,SOUL
SPA/USDT,Sperax,SPA
SPA/ETH,Sperax,SPA
SQUAD/USDT,Superpower Squad,SQUAD
SRBP/USDT,Pikaster,SRBP
SSV/USDT,ssv.network,SSV
STAMP/USDT,STAMP,STAMP
STARLY/USDT,Starly,STARLY
STC/BTC,Student Coin,STC
STC/USDT,Student Coin,STC
STG/USDT,Stargate Finance,STG
STND/ETH,Standard,STND
STND/USDT,Standard,STND
STORE/USDT,Bit.Store,STORE
STORJ/BTC,Storj,STORJ
STORJ/USDT,Storj,STORJ
STORJ/ETH,Storj,STORJ
STRAX/USDT,Stratis,STRAX
STRIKE/USDT,Strike,STRIKE
STRIKE/BTC,Strike,STRIKE
STRK/USDT,Starknet,STRK
STX/USDT,Stacks,STX
STX/BTC,Stacks,STX
SUIA/USDT,SUIA,SUIA
SUIP/USDT,SuiPad,SUIP
SUKU/BTC,Suku,SUKU
SUKU/USDT,Suku,SUKU
SUN/USDT,Sun (New),SUN
SUPER/BTC,SuperVerse,SUPER
SUPER/USDT,SuperVerse,SUPER
SUSHI/USDT,SushiSwap,SUSHI
SUTER/USDT,suterusu,SUTER
SWASH/USDT,Swash,SWASH
SWEAT/USDT,Sweat Economy,SWEAT
SWFTC/USDT,SwftCoin,SWFTC
SWFTC/USDC,SwftCoin,SWFTC
SXP/USDT,Solar,SXP
SXP/BTC,Solar,SXP
SYLO/USDT,Sylo,SYLO
SYN/USDT,Synapse,SYN
SYS/BTC,Syscoin,SYS
SYS/USDT,Syscoin,SYS
T/USDT,Threshold,T
TADA/USDT,Ta-da,TADA
TAO/USDT,Bittensor,TAO
TARA/ETH,Taraxa,TARA
TARA/USDT,Taraxa,TARA
TEL/BTC,Telcoin,TEL
TEL/USDT,Telcoin,TEL
TEL/ETH,Telcoin,TEL
TENET/USDT,TENET,TENET
TFUEL/USDT,Theta Fuel,TFUEL
TFUEL/BTC,Theta Fuel,TFUEL
THETA/USDT,Theta Network,THETA
TIA/USDT,Celestia,TIA
TIDAL/USDT,Tidal Finance,TIDAL
TIME/ETH,Chrono.tech,TIME
TIME/BTC,Chrono.tech,TIME
TIME/USDT,Chrono.tech,TIME
TLM/USDT,Alien Worlds,TLM
TLM/ETH,Alien Worlds,TLM
TLM/BTC,Alien Worlds,TLM
TLOS/USDT,Telos,TLOS
TLOS/BTC,Telos,TLOS
TOKEN/USDT,TokenFi,TOKEN
TOKO/BTC,Tokoin,TOKO
TOKO/USDT,Tokoin,TOKO
TOKO/KCS,Tokoin,TOKO
TOMI/USDT,tomiNet,TOMI
TON/USDT,Toncoin,TON
TOWER/USDT,TOWER,TOWER
TRAC/ETH,OriginTrail,TRAC
TRAC/USDT,OriginTrail,TRAC
TRAC/BTC,OriginTrail,TRAC
TRADE/BTC,Polytrade,TRADE
TRADE/USDT,Polytrade,TRADE
TRB/USDT,Tellor,TRB
TRB/BTC,Tellor,TRB
TRIAS/USDT,Trias Token (New),TRIAS
TRIAS/BTC,Trias Token (New),TRIAS
TRIBL/USDT,Tribal Finance,TRIBL
TRU/BTC,TrueFi,TRU
TRU/USDT,TrueFi,TRU
TRVL/BTC,TRVL,TRVL
TRVL/USDT,TRVL,TRVL
TRX/BTC,TRON,TRX
TRX/USDT,TRON,TRX
TRX/ETH,TRON,TRX
TRX/USDC,TRON,TRX
TRX/KCS,TRON,TRX
TSUGT/USDT,Captain Tsubasa,TSUGT
TT/USDT,ThunderCore,TT
TUNE/USDT,Bitune,TUNE
TURBOS/USDT,Turbos Finance,TURBOS
TURT/USDT,TurtSat,TURT
TWT/BTC,Trust Wallet Token,TWT
TWT/USDT,Trust Wallet Token,TWT
TXA/USDC,Project TXA,TXA
TXA/USDT,Project TXA,TXA
UFO/USDT,UFO Gaming,UFO
UMA/USDT,UMA,UMA
UNB/USDT,Unbound,UNB
UNFI/USDT,Unifi Protocol DAO,UNFI
UNI/USDT,Uniswap,UNI
UNI/KCS,Uniswap,UNI
UNO/USDT,Uno Re,UNO
UNO/BTC,Uno Re,UNO
UOS/BTC,Ultra,UOS
UOS/USDT,Ultra,UOS
UPO/USDT,UpOnly,UPO
UQC/ETH,Uquid Coin,UQC
UQC/USDT,Uquid Coin,UQC
USDC/USDT,USDC,USDC
USDD/USDC,USDD,USDD
USDD/TRX,USDD,USDD
USDD/USDT,USDD,USDD
USDJ/USDT,USDJ,USDJ
USDP/USDT,Pax Dollar,USDP
USDT/TUSD,Tether USDt,USDT
USDT/BRL,Tether USDt,USDT
USDT/DAI,Tether USDt,USDT
USDT/GBP,Tether USDt,USDT
USDT/USDC,Tether USDt,USDT
USTC/USDT,TerraClassicUSD,USTC
USTC/USDC,TerraClassicUSD,USTC
UTK/BTC,xMoney,UTK
UTK/USDT,xMoney,UTK
UTK/ETH,xMoney,UTK
VAI/USDT,VAIOT,VAI
VCORE/USDT,IMVU,VCORE
VEGA/ETH,Vega Protocol,VEGA
VEGA/USDT,Vega Protocol,VEGA
VELO/USDT,Velo,VELO
VEMP/USDC,VEMP,VEMP
VERSE/USDT,Verse,VERSE
VET/USDT,VeChain,VET
VET/KCS,VeChain,VET
VET/ETH,VeChain,VET
VET/BTC,VeChain,VET
VIDT/USDT,VIDT DAO,VIDT
VISION/USDT,VisionGame,VISION
VLX/BTC,Velas,VLX
VLX/USDT,Velas,VLX
VOLT/USDT,Volt Inu,VOLT
VOXEL/USDT,Voxies,VOXEL
VOXEL/ETH,Voxies,VOXEL
VR/USDT,Victoria VR,VR
VRA/USDC,Verasity,VRA
VRA/BTC,Verasity,VRA
VRA/USDT,Verasity,VRA
VRTX/USDT,Vertex Protocol,VRTX
VSYS/USDT,v.systems,VSYS
VSYS/BTC,v.systems,VSYS
VXV/USDT,Vectorspace AI,VXV
WAN/ETH,Wanchain,WAN
WAN/BTC,Wanchain,WAN
WAVES/USDT,Waves,WAVES
WAVES/BTC,Waves,WAVES
WAX/ETH,WAX,WAX
WAX/USDT,WAX,WAX
WAX/BTC,WAX,WAX
WAXL/USDT,Axelar,WAXL
WBTC/BTC,Wrapped Bitcoin,WBTC
WBTC/USDT,Wrapped Bitcoin,WBTC
WELL/USDT,Moonwell,WELL
WEMIX/USDT,WEMIX,WEMIX
WEN/USDT,Wen,WEN
WEST/BTC,Waves Enterprise,WEST
WEST/USDT,Waves Enterprise,WEST
WHALE/USDT,WHALE,WHALE
WIF/USDT,dogwifhat,WIF
WILD/USDT,Wilder World,WILD
WIN/TRX,WINkLink,WIN
WIN/USDT,WINkLink,WIN
WIN/BTC,WINkLink,WIN
WLD/USDT,Worldcoin,WLD
WLKN/USDT,Walken,WLKN
WMT/USDT,World Mobile Token,WMT
WOMBAT/USDT,Wombat Web 3 Gaming Platform,WOMBAT
WOO/USDT,WOO,WOO
WOOP/USDT,Woonkly Power,WOOP
WORK/USDT,Work X,WORK
WRX/BTC,WazirX,WRX
WRX/USDT,WazirX,WRX
XAI/USDT,Xai,XAI
XAVA/USDT,Avalaunch,XAVA
XCAD/USDT,XCAD Network,XCAD
XCH/USDT,Chia,XCH
XCN/USDT,Onyxcoin,XCN
XCN/BTC,Onyxcoin,XCN
XCUR/USDT,Curate,XCUR
XCUR/BTC,Curate,XCUR
XCV/USDT,XCarnival,XCV
XDB/USDT,XDB CHAIN,XDB
XDB/BTC,XDB CHAIN,XDB
XDC/ETH,XDC Network,XDC
XDC/BTC,XDC Network,XDC
XDC/USDT,XDC Network,XDC
XDEFI/USDT,XDEFI Wallet,XDEFI
XEC/USDT,eCash,XEC
XEM/BTC,NEM,XEM
XEM/USDT,NEM,XEM
XEN/USDT,XEN Crypto,XEN
XETA/USDT,XANA,XETA
XLM/BTC,Stellar,XLM
XLM/USDT,Stellar,XLM
XLM/KCS,Stellar,XLM
XLM/ETH,Stellar,XLM
XMR/ETH,Monero,XMR
XMR/BTC,Monero,XMR
XMR/USDT,Monero,XMR
XNL/USDT,Chronicle,XNL
XNO/BTC,Nano,XNO
XNO/USDT,Nano,XNO
XPLL/USDT,ParallelChain,XPLL
XPR/BTC,XPR Network,XPR
XPR/USDT,XPR Network,XPR
XPRT/USDT,Persistence One,XPRT
XRD/USDT,Radix,XRD
XRP/ETH,XRP,XRP
XRP/USDT,XRP,XRP
XRP/BTC,XRP,XRP
XRP/USDC,XRP,XRP
XRP/KCS,XRP,XRP
XTAG/USDT,xHashtag,XTAG
XTM/USDT,Torum,XTM
XTZ/BTC,Tezos,XTZ
XTZ/USDT,Tezos,XTZ
XWG/USDT,X World Games,XWG
XYM/BTC,Symbol,XYM
XYM/USDT,Symbol,XYM
XYO/USDT,XYO,XYO
XYO/BTC,XYO,XYO
XYO/ETH,XYO,XYO
YFDAI/BTC,YFDAI.FINANCE,YFDAI
YFDAI/USDT,YFDAI.FINANCE,YFDAI
YFI/USDT,yearn.finance,YFI
YGG/USDT,Yield Guild Games,YGG
YLD/USDT,Yield App,YLD
ZBC/USDT,Zebec,ZBC
ZCX/USDT,Unizen,ZCX
ZCX/BTC,Unizen,ZCX
ZEC/BTC,Zcash,ZEC
ZEC/USDT,Zcash,ZEC
ZEC/KCS,Zcash,ZEC
ZEE/USDT,ZeroSwap,ZEE
ZELIX/USDT,ZELIX,ZELIX
ZEN/USDT,Horizen,ZEN
ZETA/USDT,ZetaChain,ZETA
ZIL/ETH,Zilliqa,ZIL
ZIL/USDT,Zilliqa,ZIL
ZIL/BTC,Zilliqa,ZIL
ZIL/USDC,Zilliqa,ZIL
ZKF/USDT,ZKFair,ZKF
ZPAY/USDT,ZoidPay,ZPAY
ZRX/BTC,0x Protocol,ZRX
ZRX/USDT,0x Protocol,ZRX
